Person,Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
Chris,2024-03-03,Chris Workout,1h,Deadlift (Barbell),1,114.77,9,0,0,Lorem ipsum dolor sit amet,,7.9
Chris,2024-03-04,Chris Workout,1h,Deadlift (Barbell),1,115.54,9,0,0,Lorem ipsum dolor sit amet,,7.2
Chris,2024-03-05,Chris Workout,1h,Deadlift (Barbell),1,115.69,5,0,0,Lorem ipsum dolor sit amet,,6.9
Chris,2024-03-06,Chris Workout,1h,Deadlift (Barbell),1,116.41,8,0,0,Lorem ipsum dolor sit amet,,9.1
Chris,2024-03-07,Chris Workout,1h,Deadlift (Barbell),1,116.95,6,0,0,Lorem ipsum dolor sit amet,,8.9
Chris,2024-03-08,Chris Workout,1h,Deadlift (Barbell),1,117.28,7,0,0,Lorem ipsum dolor sit amet,,9.7
Chris,2024-03-09,Chris Workout,1h,Deadlift (Barbell),1,117.77,8,0,0,Lorem ipsum dolor sit amet,,7.5
Chris,2024-03-10,Chris Workout,1h,Deadlift (Barbell),1,118.09,6,0,0,Lorem ipsum dolor sit amet,,6.3
Chris,2024-03-11,Chris Workout,1h,Deadlift (Barbell),1,118.96,9,0,0,Lorem ipsum dolor sit amet,,9.3
Chris,2024-03-12,Chris Workout,1h,Deadlift (Barbell),1,119.41,9,0,0,Lorem ipsum dolor sit amet,,6.2
Chris,2024-03-13,Chris Workout,1h,Deadlift (Barbell),1,119.8,6,0,0,Lorem ipsum dolor sit amet,,8.9
Chris,2024-03-14,Chris Workout,1h,Deadlift (Barbell),1,120.11,10,0,0,Lorem ipsum dolor sit amet,,7.1
Chris,2024-03-15,Chris Workout,1h,Deadlift (Barbell),1,120.46,6,0,0,Lorem ipsum dolor sit amet,,9.0
Chris,2024-03-16,Chris Workout,1h,Deadlift (Barbell),1,120.75,5,0,0,Lorem ipsum dolor sit amet,,9.2
Chris,2024-03-17,Chris Workout,1h,Deadlift (Barbell),1,121.52,7,0,0,Lorem ipsum dolor sit amet,,7.6
Chris,2024-03-18,Chris Workout,1h,Deadlift (Barbell),1,122.11,8,0,0,Lorem ipsum dolor sit amet,,9.4
Chris,2024-03-19,Chris Workout,1h,Deadlift (Barbell),1,122.56,9,0,0,Lorem ipsum dolor sit amet,,6.6
Chris,2024-03-20,Chris Workout,1h,Deadlift (Barbell),1,123.08,9,0,0,Lorem ipsum dolor sit amet,,8.2
Chris,2024-03-21,Chris Workout,1h,Deadlift (Barbell),1,123.57,7,0,0,Lorem ipsum dolor sit amet,,7.3
Chris,2024-03-22,Chris Workout,1h,Deadlift (Barbell),1,124.08,8,0,0,Lorem ipsum dolor sit amet,,9.9
Chris,2024-03-23,Chris Workout,1h,Deadlift (Barbell),1,124.5,7,0,0,Lorem ipsum dolor sit amet,,9.7
Chris,2024-03-24,Chris Workout,1h,Deadlift (Barbell),1,124.56,5,0,0,Lorem ipsum dolor sit amet,,7.4
Chris,2024-03-25,Chris Workout,1h,Deadlift (Barbell),1,125.11,6,0,0,Lorem ipsum dolor sit amet,,6.1
Chris,2024-03-26,Chris Workout,1h,Deadlift (Barbell),1,125.64,5,0,0,Lorem ipsum dolor sit amet,,6.1
Chris,2024-03-27,Chris Workout,1h,Deadlift (Barbell),1,126.17,8,0,0,Lorem ipsum dolor sit amet,,8.2
Chris,2024-03-28,Chris Workout,1h,Deadlift (Barbell),1,126.68,6,0,0,Lorem ipsum dolor sit amet,,8.0
Chris,2024-03-29,Chris Workout,1h,Deadlift (Barbell),1,127.27,6,0,0,Lorem ipsum dolor sit amet,,8.6
Chris,2024-03-30,Chris Workout,1h,Deadlift (Barbell),1,127.8,5,0,0,Lorem ipsum dolor sit amet,,6.0
Chris,2024-01-01,Chris Workout,1h,Squat (Barbell),1,86.2,5,0,0,Lorem ipsum dolor sit amet,,7.0
Chris,2024-01-02,Chris Workout,1h,Squat (Barbell),1,86.52,9,0,0,Lorem ipsum dolor sit amet,,7.4
Chris,2024-01-03,Chris Workout,1h,Squat (Barbell),1,86.9,5,0,0,Lorem ipsum dolor sit amet,,9.4
Chris,2024-01-04,Chris Workout,1h,Squat (Barbell),1,87.16,5,0,0,Lorem ipsum dolor sit amet,,6.6
Chris,2024-01-05,Chris Workout,1h,Squat (Barbell),1,87.4,5,0,0,Lorem ipsum dolor sit amet,,7.3
Chris,2024-01-06,Chris Workout,1h,Squat (Barbell),1,87.6,10,0,0,Lorem ipsum dolor sit amet,,6.4
Chris,2024-01-07,Chris Workout,1h,Squat (Barbell),1,87.62,7,0,0,Lorem ipsum dolor sit amet,,10.0
Chris,2024-01-08,Chris Workout,1h,Squat (Barbell),1,87.77,5,0,0,Lorem ipsum dolor sit amet,,6.3
Chris,2024-01-09,Chris Workout,1h,Squat (Barbell),1,88.04,5,0,0,Lorem ipsum dolor sit amet,,7.4
Chris,2024-01-10,Chris Workout,1h,Squat (Barbell),1,88.32,9,0,0,Lorem ipsum dolor sit amet,,8.0
Chris,2024-01-11,Chris Workout,1h,Squat (Barbell),1,88.47,7,0,0,Lorem ipsum dolor sit amet,,7.8
Chris,2024-01-12,Chris Workout,1h,Squat (Barbell),1,88.89,6,0,0,Lorem ipsum dolor sit amet,,9.5
Chris,2024-01-13,Chris Workout,1h,Squat (Barbell),1,89.26,7,0,0,Lorem ipsum dolor sit amet,,9.9
Chris,2024-01-14,Chris Workout,1h,Squat (Barbell),1,89.52,10,0,0,Lorem ipsum dolor sit amet,,6.2
Chris,2024-01-15,Chris Workout,1h,Squat (Barbell),1,89.88,7,0,0,Lorem ipsum dolor sit amet,,7.9
Chris,2024-01-16,Chris Workout,1h,Squat (Barbell),1,90.25,6,0,0,Lorem ipsum dolor sit amet,,9.1
Chris,2024-01-17,Chris Workout,1h,Squat (Barbell),1,90.49,5,0,0,Lorem ipsum dolor sit amet,,6.0
Chris,2024-01-18,Chris Workout,1h,Squat (Barbell),1,90.81,10,0,0,Lorem ipsum dolor sit amet,,7.3
Chris,2024-01-19,Chris Workout,1h,Squat (Barbell),1,90.95,10,0,0,Lorem ipsum dolor sit amet,,8.2
Chris,2024-01-20,Chris Workout,1h,Squat (Barbell),1,91.39,5,0,0,Lorem ipsum dolor sit amet,,6.6
Chris,2024-01-21,Chris Workout,1h,Squat (Barbell),1,91.58,6,0,0,Lorem ipsum dolor sit amet,,6.7
Chris,2024-01-22,Chris Workout,1h,Squat (Barbell),1,91.64,10,0,0,Lorem ipsum dolor sit amet,,7.4
Chris,2024-01-23,Chris Workout,1h,Squat (Barbell),1,91.74,5,0,0,Lorem ipsum dolor sit amet,,9.2
Chris,2024-01-24,Chris Workout,1h,Squat (Barbell),1,92.14,8,0,0,Lorem ipsum dolor sit amet,,8.5
Chris,2024-01-25,Chris Workout,1h,Squat (Barbell),1,92.31,8,0,0,Lorem ipsum dolor sit amet,,6.3
Chris,2024-01-26,Chris Workout,1h,Squat (Barbell),1,92.46,5,0,0,Lorem ipsum dolor sit amet,,9.8
Chris,2024-01-27,Chris Workout,1h,Squat (Barbell),1,92.68,5,0,0,Lorem ipsum dolor sit amet,,6.5
Chris,2024-01-28,Chris Workout,1h,Squat (Barbell),1,93.07,9,0,0,Lorem ipsum dolor sit amet,,7.4
Chris,2024-01-29,Chris Workout,1h,Squat (Barbell),1,93.26,5,0,0,Lorem ipsum dolor sit amet,,9.0
Chris,2024-01-30,Chris Workout,1h,Squat (Barbell),1,93.48,6,0,0,Lorem ipsum dolor sit amet,,8.3
Chris,2024-01-31,Chris Workout,1h,Squat (Barbell),1,93.88,10,0,0,Lorem ipsum dolor sit amet,,8.0
Chris,2024-02-01,Chris Workout,1h,Squat (Barbell),1,94.34,6,0,0,Lorem ipsum dolor sit amet,,9.5
Chris,2024-02-02,Chris Workout,1h,Squat (Barbell),1,94.49,8,0,0,Lorem ipsum dolor sit amet,,7.3
Chris,2024-02-03,Chris Workout,1h,Squat (Barbell),1,94.83,7,0,0,Lorem ipsum dolor sit amet,,8.2
Chris,2024-02-04,Chris Workout,1h,Squat (Barbell),1,95.04,5,0,0,Lorem ipsum dolor sit amet,,9.2
Chris,2024-02-05,Chris Workout,1h,Squat (Barbell),1,95.37,10,0,0,Lorem ipsum dolor sit amet,,6.2
Chris,2024-02-06,Chris Workout,1h,Squat (Barbell),1,95.63,6,0,0,Lorem ipsum dolor sit amet,,6.2
Chris,2024-02-07,Chris Workout,1h,Squat (Barbell),1,95.89,7,0,0,Lorem ipsum dolor sit amet,,6.8
Chris,2024-02-08,Chris Workout,1h,Squat (Barbell),1,95.86,6,0,0,Lorem ipsum dolor sit amet,,6.5
Chris,2024-02-09,Chris Workout,1h,Squat (Barbell),1,96.18,7,0,0,Lorem ipsum dolor sit amet,,6.6
Chris,2024-02-10,Chris Workout,1h,Squat (Barbell),1,96.79,9,0,0,Lorem ipsum dolor sit amet,,9.7
Chris,2024-02-11,Chris Workout,1h,Squat (Barbell),1,96.92,5,0,0,Lorem ipsum dolor sit amet,,6.8
Chris,2024-02-12,Chris Workout,1h,Squat (Barbell),1,97.43,5,0,0,Lorem ipsum dolor sit amet,,9.9
Chris,2024-02-13,Chris Workout,1h,Squat (Barbell),1,97.87,6,0,0,Lorem ipsum dolor sit amet,,7.2
Chris,2024-02-14,Chris Workout,1h,Squat (Barbell),1,98.04,7,0,0,Lorem ipsum dolor sit amet,,9.1
Chris,2024-02-15,Chris Workout,1h,Squat (Barbell),1,98.15,7,0,0,Lorem ipsum dolor sit amet,,9.2
Chris,2024-02-16,Chris Workout,1h,Squat (Barbell),1,98.44,6,0,0,Lorem ipsum dolor sit amet,,7.5
Chris,2024-02-17,Chris Workout,1h,Squat (Barbell),1,98.84,6,0,0,Lorem ipsum dolor sit amet,,8.4
Chris,2024-02-18,Chris Workout,1h,Squat (Barbell),1,99.46,10,0,0,Lorem ipsum dolor sit amet,,6.7
Chris,2024-02-19,Chris Workout,1h,Squat (Barbell),1,100.03,7,0,0,Lorem ipsum dolor sit amet,,6.0
Chris,2024-02-20,Chris Workout,1h,Squat (Barbell),1,100.49,9,0,0,Lorem ipsum dolor sit amet,,9.0
Chris,2024-02-21,Chris Workout,1h,Squat (Barbell),1,100.83,7,0,0,Lorem ipsum dolor sit amet,,9.4
Chris,2024-02-22,Chris Workout,1h,Squat (Barbell),1,101.12,6,0,0,Lorem ipsum dolor sit amet,,7.2
Chris,2024-02-23,Chris Workout,1h,Squat (Barbell),1,101.66,6,0,0,Lorem ipsum dolor sit amet,,8.6
Chris,2024-02-24,Chris Workout,1h,Squat (Barbell),1,102.19,5,0,0,Lorem ipsum dolor sit amet,,9.6
Chris,2024-02-25,Chris Workout,1h,Squat (Barbell),1,102.45,6,0,0,Lorem ipsum dolor sit amet,,6.9
Chris,2024-02-26,Chris Workout,1h,Squat (Barbell),1,102.77,9,0,0,Lorem ipsum dolor sit amet,,7.8
Chris,2024-02-27,Chris Workout,1h,Squat (Barbell),1,103.23,8,0,0,Lorem ipsum dolor sit amet,,9.4
Chris,2024-02-28,Chris Workout,1h,Squat (Barbell),1,103.67,10,0,0,Lorem ipsum dolor sit amet,,7.0
Chris,2024-02-29,Chris Workout,1h,Squat (Barbell),1,104.05,10,0,0,Lorem ipsum dolor sit amet,,7.9
Chris,2024-03-01,Chris Workout,1h,Squat (Barbell),1,104.57,8,0,0,Lorem ipsum dolor sit amet,,9.9
Chris,2024-03-02,Chris Workout,1h,Squat (Barbell),1,104.96,6,0,0,Lorem ipsum dolor sit amet,,7.9
Chris,2024-03-03,Chris Workout,1h,Squat (Barbell),1,105.22,9,0,0,Lorem ipsum dolor sit amet,,9.5
Chris,2024-03-04,Chris Workout,1h,Squat (Barbell),1,105.86,6,0,0,Lorem ipsum dolor sit amet,,8.1
Chris,2024-03-05,Chris Workout,1h,Squat (Barbell),1,106.25,8,0,0,Lorem ipsum dolor sit amet,,8.2
Chris,2024-03-06,Chris Workout,1h,Squat (Barbell),1,106.4,6,0,0,Lorem ipsum dolor sit amet,,7.7
Chris,2024-03-07,Chris Workout,1h,Squat (Barbell),1,106.6,7,0,0,Lorem ipsum dolor sit amet,,6.1
Chris,2024-03-08,Chris Workout,1h,Squat (Barbell),1,107.16,8,0,0,Lorem ipsum dolor sit amet,,6.2
Chris,2024-03-09,Chris Workout,1h,Squat (Barbell),1,107.53,8,0,0,Lorem ipsum dolor sit amet,,6.5
Chris,2024-03-10,Chris Workout,1h,Squat (Barbell),1,107.89,9,0,0,Lorem ipsum dolor sit amet,,7.5
Chris,2024-03-11,Chris Workout,1h,Squat (Barbell),1,108.21,5,0,0,Lorem ipsum dolor sit amet,,8.1
Chris,2024-03-12,Chris Workout,1h,Squat (Barbell),1,108.69,6,0,0,Lorem ipsum dolor sit amet,,6.7
Chris,2024-03-13,Chris Workout,1h,Squat (Barbell),1,109.08,5,0,0,Lorem ipsum dolor sit amet,,6.7
Chris,2024-03-14,Chris Workout,1h,Squat (Barbell),1,109.61,9,0,0,Lorem ipsum dolor sit amet,,8.3
Chris,2024-03-15,Chris Workout,1h,Squat (Barbell),1,110.05,9,0,0,Lorem ipsum dolor sit amet,,9.8
Chris,2024-03-16,Chris Workout,1h,Squat (Barbell),1,110.26,6,0,0,Lorem ipsum dolor sit amet,,6.2
Chris,2024-03-17,Chris Workout,1h,Squat (Barbell),1,110.77,7,0,0,Lorem ipsum dolor sit amet,,6.7
Chris,2024-03-18,Chris Workout,1h,Squat (Barbell),1,111.01,7,0,0,Lorem ipsum dolor sit amet,,9.8
Chris,2024-03-19,Chris Workout,1h,Squat (Barbell),1,111.31,9,0,0,Lorem ipsum dolor sit amet,,8.2
Chris,2024-03-20,Chris Workout,1h,Squat (Barbell),1,111.68,6,0,0,Lorem ipsum dolor sit amet,,7.7
Chris,2024-03-21,Chris Workout,1h,Squat (Barbell),1,111.96,6,0,0,Lorem ipsum dolor sit amet,,7.3
Chris,2024-03-22,Chris Workout,1h,Squat (Barbell),1,112.18,8,0,0,Lorem ipsum dolor sit amet,,6.1
Chris,2024-03-23,Chris Workout,1h,Squat (Barbell),1,112.42,7,0,0,Lorem ipsum dolor sit amet,,8.5
Chris,2024-03-24,Chris Workout,1h,Squat (Barbell),1,112.67,6,0,0,Lorem ipsum dolor sit amet,,9.9
Chris,2024-03-25,Chris Workout,1h,Squat (Barbell),1,113.04,9,0,0,Lorem ipsum dolor sit amet,,8.6
Chris,2024-03-26,Chris Workout,1h,Squat (Barbell),1,113.54,8,0,0,Lorem ipsum dolor sit amet,,9.9
Chris,2024-03-27,Chris Workout,1h,Squat (Barbell),1,113.78,10,0,0,Lorem ipsum dolor sit amet,,7.6
Chris,2024-03-28,Chris Workout,1h,Squat (Barbell),1,114.26,7,0,0,Lorem ipsum dolor sit amet,,7.4
Chris,2024-03-29,Chris Workout,1h,Squat (Barbell),1,114.63,8,0,0,Lorem ipsum dolor sit amet,,7.3
Chris,2024-03-30,Chris Workout,1h,Squat (Barbell),1,115.2,7,0,0,Lorem ipsum dolor sit amet,,7.5
Alice,2024-01-01,Alice Workout,1h,Bench Press (Barbell),1,98.6,10,0,0,Lorem ipsum dolor sit amet,,7.8
Alice,2024-01-02,Alice Workout,1h,Bench Press (Barbell),1,99.0,6,0,0,Lorem ipsum dolor sit amet,,6.7
Alice,2024-01-03,Alice Workout,1h,Bench Press (Barbell),1,99.35,7,0,0,Lorem ipsum dolor sit amet,,7.3
Alice,2024-01-04,Alice Workout,1h,Bench Press (Barbell),1,99.73,8,0,0,Lorem ipsum dolor sit amet,,7.5
Alice,2024-01-05,Alice Workout,1h,Bench Press (Barbell),1,100.14,8,0,0,Lorem ipsum dolor sit amet,,9.9
Alice,2024-01-06,Alice Workout,1h,Bench Press (Barbell),1,100.52,10,0,0,Lorem ipsum dolor sit amet,,7.3
Alice,2024-01-07,Alice Workout,1h,Bench Press (Barbell),1,101.11,10,0,0,Lorem ipsum dolor sit amet,,7.8
Alice,2024-01-08,Alice Workout,1h,Bench Press (Barbell),1,101.55,6,0,0,Lorem ipsum dolor sit amet,,9.8
Alice,2024-01-09,Alice Workout,1h,Bench Press (Barbell),1,101.76,6,0,0,Lorem ipsum dolor sit amet,,6.8
Alice,2024-01-10,Alice Workout,1h,Bench Press (Barbell),1,102.36,5,0,0,Lorem ipsum dolor sit amet,,9.0
Alice,2024-01-11,Alice Workout,1h,Bench Press (Barbell),1,102.91,8,0,0,Lorem ipsum dolor sit amet,,9.9
Alice,2024-01-12,Alice Workout,1h,Bench Press (Barbell),1,103.36,7,0,0,Lorem ipsum dolor sit amet,,7.6
Alice,2024-01-13,Alice Workout,1h,Bench Press (Barbell),1,103.84,5,0,0,Lorem ipsum dolor sit amet,,6.7
Alice,2024-01-14,Alice Workout,1h,Bench Press (Barbell),1,104.33,9,0,0,Lorem ipsum dolor sit amet,,9.3
Alice,2024-01-15,Alice Workout,1h,Bench Press (Barbell),1,104.87,8,0,0,Lorem ipsum dolor sit amet,,6.7
Alice,2024-01-16,Alice Workout,1h,Bench Press (Barbell),1,105.35,6,0,0,Lorem ipsum dolor sit amet,,6.3
Alice,2024-01-17,Alice Workout,1h,Bench Press (Barbell),1,105.68,6,0,0,Lorem ipsum dolor sit amet,,7.9
Alice,2024-01-18,Alice Workout,1h,Bench Press (Barbell),1,106.38,6,0,0,Lorem ipsum dolor sit amet,,8.0
Alice,2024-01-19,Alice Workout,1h,Bench Press (Barbell),1,106.79,7,0,0,Lorem ipsum dolor sit amet,,6.3
Alice,2024-01-20,Alice Workout,1h,Bench Press (Barbell),1,107.31,6,0,0,Lorem ipsum dolor sit amet,,7.9
Alice,2024-01-21,Alice Workout,1h,Bench Press (Barbell),1,107.84,5,0,0,Lorem ipsum dolor sit amet,,6.8
Alice,2024-01-22,Alice Workout,1h,Bench Press (Barbell),1,108.19,8,0,0,Lorem ipsum dolor sit amet,,8.8
Alice,2024-01-23,Alice Workout,1h,Bench Press (Barbell),1,108.8,8,0,0,Lorem ipsum dolor sit amet,,7.4
Alice,2024-01-24,Alice Workout,1h,Bench Press (Barbell),1,109.18,8,0,0,Lorem ipsum dolor sit amet,,9.9
Alice,2024-01-25,Alice Workout,1h,Bench Press (Barbell),1,109.75,7,0,0,Lorem ipsum dolor sit amet,,8.0
Alice,2024-01-26,Alice Workout,1h,Bench Press (Barbell),1,109.99,6,0,0,Lorem ipsum dolor sit amet,,8.8
Alice,2024-01-27,Alice Workout,1h,Bench Press (Barbell),1,110.59,5,0,0,Lorem ipsum dolor sit amet,,8.1
Alice,2024-01-28,Alice Workout,1h,Bench Press (Barbell),1,111.12,9,0,0,Lorem ipsum dolor sit amet,,7.7
Alice,2024-01-29,Alice Workout,1h,Bench Press (Barbell),1,111.76,7,0,0,Lorem ipsum dolor sit amet,,6.0
Alice,2024-01-30,Alice Workout,1h,Bench Press (Barbell),1,112.26,10,0,0,Lorem ipsum dolor sit amet,,8.4
Alice,2024-01-31,Alice Workout,1h,Bench Press (Barbell),1,112.86,5,0,0,Lorem ipsum dolor sit amet,,9.5
Alice,2024-02-01,Alice Workout,1h,Bench Press (Barbell),1,113.57,10,0,0,Lorem ipsum dolor sit amet,,9.9
Alice,2024-02-02,Alice Workout,1h,Bench Press (Barbell),1,114.25,7,0,0,Lorem ipsum dolor sit amet,,7.1
Alice,2024-02-03,Alice Workout,1h,Bench Press (Barbell),1,114.97,7,0,0,Lorem ipsum dolor sit amet,,7.3
Alice,2024-02-04,Alice Workout,1h,Bench Press (Barbell),1,115.46,10,0,0,Lorem ipsum dolor sit amet,,6.2
Alice,2024-02-05,Alice Workout,1h,Bench Press (Barbell),1,116.29,10,0,0,Lorem ipsum dolor sit amet,,7.9
Alice,2024-02-06,Alice Workout,1h,Bench Press (Barbell),1,116.89,9,0,0,Lorem ipsum dolor sit amet,,8.3
Alice,2024-02-07,Alice Workout,1h,Bench Press (Barbell),1,117.28,9,0,0,Lorem ipsum dolor sit amet,,8.1
Alice,2024-02-08,Alice Workout,1h,Bench Press (Barbell),1,118.15,7,0,0,Lorem ipsum dolor sit amet,,8.8
Alice,2024-02-09,Alice Workout,1h,Bench Press (Barbell),1,118.63,5,0,0,Lorem ipsum dolor sit amet,,7.9
Alice,2024-02-10,Alice Workout,1h,Bench Press (Barbell),1,119.19,9,0,0,Lorem ipsum dolor sit amet,,9.0
Alice,2024-02-11,Alice Workout,1h,Bench Press (Barbell),1,119.57,10,0,0,Lorem ipsum dolor sit amet,,7.8
Alice,2024-02-12,Alice Workout,1h,Bench Press (Barbell),1,120.11,10,0,0,Lorem ipsum dolor sit amet,,8.6
Alice,2024-02-13,Alice Workout,1h,Bench Press (Barbell),1,120.74,9,0,0,Lorem ipsum dolor sit amet,,6.9
Alice,2024-02-14,Alice Workout,1h,Bench Press (Barbell),1,121.52,8,0,0,Lorem ipsum dolor sit amet,,10.0
Alice,2024-02-15,Alice Workout,1h,Bench Press (Barbell),1,122.13,5,0,0,Lorem ipsum dolor sit amet,,6.4
Alice,2024-02-16,Alice Workout,1h,Bench Press (Barbell),1,122.78,10,0,0,Lorem ipsum dolor sit amet,,7.0
Alice,2024-02-17,Alice Workout,1h,Bench Press (Barbell),1,123.56,7,0,0,Lorem ipsum dolor sit amet,,6.5
Alice,2024-02-18,Alice Workout,1h,Bench Press (Barbell),1,124.16,5,0,0,Lorem ipsum dolor sit amet,,9.8
Alice,2024-02-19,Alice Workout,1h,Bench Press (Barbell),1,124.67,10,0,0,Lorem ipsum dolor sit amet,,9.3
Alice,2024-02-20,Alice Workout,1h,Bench Press (Barbell),1,125.34,8,0,0,Lorem ipsum dolor sit amet,,9.2
Alice,2024-02-21,Alice Workout,1h,Bench Press (Barbell),1,125.75,8,0,0,Lorem ipsum dolor sit amet,,9.1
Alice,2024-02-22,Alice Workout,1h,Bench Press (Barbell),1,125.74,5,0,0,Lorem ipsum dolor sit amet,,8.9
Alice,2024-02-23,Alice Workout,1h,Bench Press (Barbell),1,126.41,5,0,0,Lorem ipsum dolor sit amet,,6.9
Alice,2024-02-24,Alice Workout,1h,Bench Press (Barbell),1,126.87,5,0,0,Lorem ipsum dolor sit amet,,8.0
Alice,2024-02-25,Alice Workout,1h,Bench Press (Barbell),1,127.41,5,0,0,Lorem ipsum dolor sit amet,,7.4
Alice,2024-02-26,Alice Workout,1h,Bench Press (Barbell),1,128.18,6,0,0,Lorem ipsum dolor sit amet,,8.6
Alice,2024-02-27,Alice Workout,1h,Bench Press (Barbell),1,128.85,5,0,0,Lorem ipsum dolor sit amet,,9.9
Alice,2024-02-28,Alice Workout,1h,Bench Press (Barbell),1,129.49,6,0,0,Lorem ipsum dolor sit amet,,8.0
Alice,2024-02-29,Alice Workout,1h,Bench Press (Barbell),1,129.92,6,0,0,Lorem ipsum dolor sit amet,,6.7
Alice,2024-03-01,Alice Workout,1h,Bench Press (Barbell),1,130.4,9,0,0,Lorem ipsum dolor sit amet,,9.7
Alice,2024-03-02,Alice Workout,1h,Bench Press (Barbell),1,130.91,6,0,0,Lorem ipsum dolor sit amet,,6.8
Alice,2024-03-03,Alice Workout,1h,Bench Press (Barbell),1,131.7,9,0,0,Lorem ipsum dolor sit amet,,9.8
Alice,2024-03-04,Alice Workout,1h,Bench Press (Barbell),1,132.36,10,0,0,Lorem ipsum dolor sit amet,,8.8
Alice,2024-03-05,Alice Workout,1h,Bench Press (Barbell),1,132.95,7,0,0,Lorem ipsum dolor sit amet,,9.6
Alice,2024-03-06,Alice Workout,1h,Bench Press (Barbell),1,133.86,7,0,0,Lorem ipsum dolor sit amet,,6.6
Alice,2024-03-07,Alice Workout,1h,Bench Press (Barbell),1,134.64,8,0,0,Lorem ipsum dolor sit amet,,7.5
Alice,2024-03-08,Alice Workout,1h,Bench Press (Barbell),1,135.16,9,0,0,Lorem ipsum dolor sit amet,,6.7
Alice,2024-03-09,Alice Workout,1h,Bench Press (Barbell),1,135.73,10,0,0,Lorem ipsum dolor sit amet,,6.7
Alice,2024-03-10,Alice Workout,1h,Bench Press (Barbell),1,136.38,10,0,0,Lorem ipsum dolor sit amet,,9.1
Alice,2024-03-11,Alice Workout,1h,Bench Press (Barbell),1,137.06,7,0,0,Lorem ipsum dolor sit amet,,6.0
Alice,2024-03-12,Alice Workout,1h,Bench Press (Barbell),1,137.86,7,0,0,Lorem ipsum dolor sit amet,,8.3
Alice,2024-03-13,Alice Workout,1h,Bench Press (Barbell),1,138.59,7,0,0,Lorem ipsum dolor sit amet,,9.6
Alice,2024-03-14,Alice Workout,1h,Bench Press (Barbell),1,139.31,7,0,0,Lorem ipsum dolor sit amet,,6.5
Alice,2024-03-15,Alice Workout,1h,Bench Press (Barbell),1,139.76,5,0,0,Lorem ipsum dolor sit amet,,8.5
Alice,2024-03-16,Alice Workout,1h,Bench Press (Barbell),1,140.7,6,0,0,Lorem ipsum dolor sit amet,,7.3
Alice,2024-03-17,Alice Workout,1h,Bench Press (Barbell),1,141.44,10,0,0,Lorem ipsum dolor sit amet,,8.7
Alice,2024-03-18,Alice Workout,1h,Bench Press (Barbell),1,141.96,6,0,0,Lorem ipsum dolor sit amet,,9.1
Alice,2024-03-19,Alice Workout,1h,Bench Press (Barbell),1,142.7,10,0,0,Lorem ipsum dolor sit amet,,8.8
Alice,2024-03-20,Alice Workout,1h,Bench Press (Barbell),1,143.33,8,0,0,Lorem ipsum dolor sit amet,,9.2
Alice,2024-03-21,Alice Workout,1h,Bench Press (Barbell),1,143.99,5,0,0,Lorem ipsum dolor sit amet,,9.4
Alice,2024-03-22,Alice Workout,1h,Bench Press (Barbell),1,144.99,8,0,0,Lorem ipsum dolor sit amet,,8.6
Alice,2024-03-23,Alice Workout,1h,Bench Press (Barbell),1,145.4,9,0,0,Lorem ipsum dolor sit amet,,8.9
Alice,2024-03-24,Alice Workout,1h,Bench Press (Barbell),1,146.22,8,0,0,Lorem ipsum dolor sit amet,,9.1
Alice,2024-03-25,Alice Workout,1h,Bench Press (Barbell),1,147.17,9,0,0,Lorem ipsum dolor sit amet,,8.6
Alice,2024-03-26,Alice Workout,1h,Bench Press (Barbell),1,148.08,7,0,0,Lorem ipsum dolor sit amet,,6.9
Alice,2024-03-27,Alice Workout,1h,Bench Press (Barbell),1,149.0,6,0,0,Lorem ipsum dolor sit amet,,6.2
Alice,2024-03-28,Alice Workout,1h,Bench Press (Barbell),1,149.67,5,0,0,Lorem ipsum dolor sit amet,,9.8
Alice,2024-03-29,Alice Workout,1h,Bench Press (Barbell),1,150.46,9,0,0,Lorem ipsum dolor sit amet,,6.1
Alice,2024-03-30,Alice Workout,1h,Bench Press (Barbell),1,151.64,8,0,0,Lorem ipsum dolor sit amet,,7.9
Alice,2024-01-01,Alice Workout,1h,Deadlift (Barbell),1,95.57,6,0,0,Lorem ipsum dolor sit amet,,6.2
Alice,2024-01-02,Alice Workout,1h,Deadlift (Barbell),1,95.9,8,0,0,Lorem ipsum dolor sit amet,,7.3
Alice,2024-01-03,Alice Workout,1h,Deadlift (Barbell),1,96.26,5,0,0,Lorem ipsum dolor sit amet,,6.8
Alice,2024-01-04,Alice Workout,1h,Deadlift (Barbell),1,96.75,8,0,0,Lorem ipsum dolor sit amet,,6.5
Alice,2024-01-05,Alice Workout,1h,Deadlift (Barbell),1,97.03,6,0,0,Lorem ipsum dolor sit amet,,8.7
Alice,2024-01-06,Alice Workout,1h,Deadlift (Barbell),1,97.35,5,0,0,Lorem ipsum dolor sit amet,,9.7
Alice,2024-01-07,Alice Workout,1h,Deadlift (Barbell),1,97.79,7,0,0,Lorem ipsum dolor sit amet,,7.6
Alice,2024-01-08,Alice Workout,1h,Deadlift (Barbell),1,98.19,6,0,0,Lorem ipsum dolor sit amet,,9.3
Alice,2024-01-09,Alice Workout,1h,Deadlift (Barbell),1,98.46,7,0,0,Lorem ipsum dolor sit amet,,8.5
